Contract ID,Reference IDV,Modification Number,Transaction Number,Award/IDV Type,Action Obligation ($),Date Signed,Solicitation Date,Contracting Agency ID,Contracting Agency,Contracting Office Name,PSC Type,PSC,PSC Description,NAICS,NAICS Description,Vendor DUNS,Vendor Name,Vendor City,Vendor State,Vendor ZIP Code,Global DUNS Number,Global Vendor Name,Additional Reporting Code,Additional Reporting Description,
"15A00018PAQA00580",,"0","0","PO Purchase Order","$16,575.00","Jul 24, 2018",,"1560","ATF ACQUISITION AND PROPERTY MGMT DIV","ATF","S","R499","SUPPORT- PROFESSIONAL: OTHER","238320","PAINTING AND WALL COVERING CONTRACTORS","080548516","BLUE CONSTRUCTION SERVICES LLC","LEESBURG","VA","201754232","080548516","BLUE CONSTRUCTION SERVICES LLC","NONE","NONE OF THE ABOVE",
"W912DR16C0053",,"A00001","0","DCA Definitive Contract","$23,456.00","Jul 11, 2017",,"2100","DEPT OF THE ARMY","W2SD ENDIST BALTIMORE","S","Z2JZ","REPAIR OR ALTERATION OF MISCELLANEOUS BUILDINGS","238220","PLUMBING, HEATING, AND AIR-CONDITIONING CONTRACTORS","079448055","HUANG-GAGHAN JOINT VENTURE","ALEXANDRIA","VA","223122403","079448055","HUANG-GAGHAN JOINT VENTURE",,,
"FA446011C0009",,"P00003","0","DCA Definitive Contract","$0.00","Jan 10, 2013",,"5700","DEPT OF THE AIR FORCE","FA4460  19 CONS LGC","S","Z199","MAINT-REP-ALT/MISC BLDGS","238220","PLUMBING, HEATING, AND AIR-CONDITIONING CONTRACTORS","002993850","WEB, LLC","SPRINGFIELD","VA","221521849","002993850","WEB  LLC",,,
"GS11P14MAC0269",,"PS06","0","DCA Definitive Contract","$26,514.00","Nov 30, 2015",,"4740","PUBLIC BUILDINGS SERVICE","WPHBD - WEST REPAIR&ALTERATIONS CONTRACTS BRANCH","S","Z2AA","REPAIR OR ALTERATION OF OFFICE BUILDINGS","238220","PLUMBING, HEATING, AND AIR-CONDITIONING CONTRACTORS","161902184","HUANG'S INC.","SPRINGFIELD","VA","221532812","161902184","HUANG'S INC.",,,
"GS11P14MAP0248",,"0","0","PO Purchase Order","$42,772.68","Jun 25, 2014",,"4740","PUBLIC BUILDINGS SERVICE","WPHBB - AGGREGATED REPAIR&ALTERATIONS CONTRACTS BRANCH","S","Z1AA","MAINTENANCE OF OFFICE BUILDINGS","238220","PLUMBING, HEATING, AND AIR-CONDITIONING CONTRACTORS","020526294","MATTHEWS GROUP, INC., THE","PURCELLVILLE","VA","201324145","020526294","THE MATTHEWS GROUP INC",,,
"HSCG8306C3WF055",,"0","0","DCA Definitive Contract","$755,100.00","Nov 18, 2005",,"7008","U.S. COAST GUARD","CEU CLEVELAND","S","Z119","MAINT-REP-ALT/OTHER ADMIN BLDGS","238220","PLUMBING, HEATING, AND AIR-CONDITIONING CONTRACTORS","148243686","YORK RIVER ELECTRIC INCORPORATED","YORKTOWN","VA","236903836","148243686","YORK RIVER ELECTRIC  INC.",,,
"HSCG8306C3WF055",,"2","0","DCA Definitive Contract","$2,106.00","Oct 19, 2006",,"7008","U.S. COAST GUARD","CEU CLEVELAND","S","Z119","MAINT-REP-ALT/OTHER ADMIN BLDGS","238220","PLUMBING, HEATING, AND AIR-CONDITIONING CONTRACTORS","148243686","YORK RIVER ELECTRIC INCORPORATED","YORKTOWN","VA","236903836","148243686","YORK RIVER ELECTRIC  INC.",,,
"HSCG8306C3WF055",,"3","0","DCA Definitive Contract","$41,345.00","Nov 18, 2005",,"7008","U.S. COAST GUARD","CEU CLEVELAND","S","Z119","MAINT-REP-ALT/OTHER ADMIN BLDGS","238220","PLUMBING, HEATING, AND AIR-CONDITIONING CONTRACTORS","148243686","YORK RIVER ELECTRIC INCORPORATED","YORKTOWN","VA","236903836","148243686","YORK RIVER ELECTRIC  INC.",,,
"N4008508C1016",,"P00002","0","DCA Definitive Contract","-$3,271.00","Aug 6, 2009",,"1700","DEPT OF THE NAVY","NAVAL FAC ENGINEERING CMD MID LANT","S","Z119","MAINT-REP-ALT/OTHER ADMIN BLDGS","238220","PLUMBING, HEATING, AND AIR-CONDITIONING CONTRACTORS","119611759","HOMELAND CONTRACTING CORP","VIRGINIA BEACH","VA","234521171","119611759","HOMELAND CONTRACTING CORP",,,
"DJBP0700COBOS2D10041",,"0","0","PO Purchase Order","$29,419.00","Dec 28, 2016",,"1540","FEDERAL PRISON SYSTEM / BUREAU OF PRISONS","CENTRAL OFFICE","S","J045","MAINT/REPAIR/REBUILD OF EQUIPMENT- PLUMBING, HEATING, AND WASTE DISPOSAL EQUIPMENT","238220","PLUMBING, HEATING, AND AIR-CONDITIONING CONTRACTORS","161902184","HUANG'S INC.","ALEXANDRIA","VA","223122403","161902184","HUANG'S INC.",,,
"DJF152100P0008316",,"0","0","PO Purchase Order","$6,257.21","Aug 12, 2015",,"1549","FEDERAL BUREAU OF INVESTIGATION","DEPT OF JUST/FEDERAL BUREAU OF INVESTIGATION","S","N045","INSTALLATION OF EQUIPMENT- PLUMBING, HEATING, AND WASTE DISPOSAL EQUIPMENT","238220","PLUMBING, HEATING, AND AIR-CONDITIONING CONTRACTORS","174092853","GAINESVILLE PLUMBING LLC","GAINESVILLE","VA","201551650","174092853","GAINESVILLE PLUMBING LLC",,,
"DJF171200D0004240",,"0","0","PO Purchase Order","$81,633.78","Apr 4, 2017",,"1549","FEDERAL BUREAU OF INVESTIGATION","DIVISION 1200","S","J045","MAINT/REPAIR/REBUILD OF EQUIPMENT- PLUMBING, HEATING, AND WASTE DISPOSAL EQUIPMENT","238220","PLUMBING, HEATING, AND AIR-CONDITIONING CONTRACTORS","174092853","GAINESVILLE PLUMBING LLC","GAINESVILLE","VA","201551650","174092853","GAINESVILLE PLUMBING LLC",,,
"DOCEE133E18SU0258",,"0","0","PO Purchase Order","$5,526.00","May 8, 2018",,"1330","NATIONAL OCEANIC AND ATMOSPHERIC ADMINISTRATION","DEPT OF COMMERCE NOAA","P","4120","AIR CONDITIONING EQUIPMENT","238220","PLUMBING, HEATING, AND AIR-CONDITIONING CONTRACTORS","047067347","SDC CONTRACTING, INC.","VIRGINIA BEACH","VA","234565501","047067347","SDC CONTRACTING  LLC","NONE","NONE OF THE ABOVE",
"FA480019FA115","FA480018D0009","P00001","0","DO Delivery Order","$0.00","Jul 8, 2019",,"5700","DEPT OF THE AIR FORCE","FA4800 633 CONS PKP","S","Z1JZ","MAINTENANCE OF MISCELLANEOUS BUILDINGS","238320","PAINTING AND WALL COVERING CONTRACTORS","047067347","SDC CONTRACTING, INC.","VIRGINIA BEACH","VA","234565501","047067347","SDC CONTRACTING  LLC","NONE","NONE OF THE ABOVE",
"W91QF516P0065",,"P00004","0","PO Purchase Order","$18,000.00","Jul 21, 2017",,"2100","DEPT OF THE ARMY","W6QM MICC FT LEE","S","J041","MAINT/REPAIR/REBUILD OF EQUIPMENT- REFRIGERATION, AIR CONDITIONING, AND AIR CIRCULATING EQUIPMENT","238220","PLUMBING, HEATING, AND AIR-CONDITIONING CONTRACTORS","079186638","BETHEL RESIDENTIAL HOMES LLC","RICHMOND","VA","232193535","079186638","BETHEL RESIDENTIAL HOMES LLC",,,
"47PM0618C0042",,"PA0004","0","DCA Definitive Contract","$0.00","Jun 16, 2019",,"4740","PUBLIC BUILDINGS SERVICE","PBS NCR REPAIR  ALTERATION CTR 3","S","Z2AA","REPAIR OR ALTERATION OF OFFICE BUILDINGS","238220","PLUMBING, HEATING, AND AIR-CONDITIONING CONTRACTORS","078418058","MCCORY CONSTRUCTION COMPANY LLC","SPRINGFIELD","VA","221511903","078418058","MCCORY CONSTRUCTION COMPANY LLC","NONE","NONE OF THE ABOVE",
"47PM0618C0042",,"PS0001","0","DCA Definitive Contract","$0.00","Oct 29, 2018",,"4740","PUBLIC BUILDINGS SERVICE","PBS NCR REPAIR  ALTERATION CTR 3","S","Z2AA","REPAIR OR ALTERATION OF OFFICE BUILDINGS","238220","PLUMBING, HEATING, AND AIR-CONDITIONING CONTRACTORS","078418058","MCCORY CONSTRUCTION COMPANY LLC","SPRINGFIELD","VA","221511903","078418058","MCCORY CONSTRUCTION COMPANY LLC","NONE","NONE OF THE ABOVE",
"15A00018PAQA00532",,"0","0","PO Purchase Order","$25,574.20","Jul 16, 2018",,"1560","ATF ACQUISITION AND PROPERTY MGMT DIV","ATF","S","R499","SUPPORT- PROFESSIONAL: OTHER","238190","OTHER FOUNDATION, STRUCTURE, AND BUILDING EXTERIOR CONTRACTORS","080548516","BLUE CONSTRUCTION SERVICES LLC","LEESBURG","VA","201754232","080548516","BLUE CONSTRUCTION SERVICES LLC","NONE","NONE OF THE ABOVE",
"EPW08072",,"21","0","DCA Definitive Contract","$18,188.61","Oct 29, 2009",,"6800","ENVIRONMENTAL PROTECTION AGENCY","US ENVIRONMENTAL PROTECTION AGENCY","S","F109","LEAK UNDERGRND STORE TANK SUP","238910","SITE PREPARATION CONTRACTORS","796250538","AVANTI CORPORATION","ALEXANDRIA","VA","223122319","796250538","AVANTI CORPORATION",,,
"EPW08072",,"5","0","DCA Definitive Contract","$15,000.00","Aug 27, 2009",,"6800","ENVIRONMENTAL PROTECTION AGENCY","US ENVIRONMENTAL PROTECTION AGENCY","S","F109","LEAK UNDERGRND STORE TANK SUP","238910","SITE PREPARATION CONTRACTORS","796250538","AVANTI CORPORATION","ALEXANDRIA","VA","223122319","796250538","AVANTI CORPORATION",,,
"AG4568C160002",,"0","0","DCA Definitive Contract","$2,424.32","Nov 4, 2015",,"12C2","FOREST SERVICE","SOUTHERN RESEARCH STATION","S","Z1JZ","MAINTENANCE OF MISCELLANEOUS BUILDINGS","238990","ALL OTHER SPECIALTY TRADE CONTRACTORS","011933376","CREATIVE COST CONTROL CORP","SALEM","VA","241534603","011933376","CREATIVE COST CONTROL CORP",,,
"AG4568C160002",,"1","0","DCA Definitive Contract","$1,105.57","Dec 1, 2015",,"12C2","FOREST SERVICE","SOUTHERN RESEARCH STATION","S","Z1JZ","MAINTENANCE OF MISCELLANEOUS BUILDINGS","238990","ALL OTHER SPECIALTY TRADE CONTRACTORS","011933376","CREATIVE COST CONTROL CORP","SALEM","VA","241534603","011933376","CREATIVE COST CONTROL CORP",,,
"HSTS0713FFAM050","GS07F0192X","0","0","DO Delivery Order","$125,391.00","Apr 18, 2013",,"7013","TRANSPORTATION SECURITY ADMINISTRATION","OFFICE OF ACQUISITION","P","8415","CLOTHING, SPECIAL PURPOSE","315211","MEN'S AND BOYS' CUT AND SEW APPAREL CONTRACTORS","612347729","GLOBAL SUPPLY SOLUTIONS, LLC","VIRGINIA BEACH","VA","234553041","172220571","GLOBAL SUPPLY SOLUTIONS  LLC",,,
"HSTS0713FFAM050","GS07F0192X","1","0","DO Delivery Order","$23,645.16","May 20, 2013",,"7013","TRANSPORTATION SECURITY ADMINISTRATION","OFFICE OF ACQUISITION","P","8415","CLOTHING, SPECIAL PURPOSE","315211","MEN'S AND BOYS' CUT AND SEW APPAREL CONTRACTORS","612347729","GLOBAL SUPPLY SOLUTIONS, LLC","VIRGINIA BEACH","VA","234553041","172220571","GLOBAL SUPPLY SOLUTIONS  LLC",,,
"19AQMM19P0027",,"0","0","PO Purchase Order","$2,943.00","Nov 8, 2018",,"1900","STATE, DEPARTMENT OF","ACQUISITIONS - AQM MOMENTUM","S","Y1AZ","CONSTRUCTION OF OTHER ADMINISTRATIVE FACILITIES AND SERVICE BUILDINGS","561210","FACILITIES SUPPORT SERVICES","141611272","NVE, INC","HERNDON","VA","201705255","141611272","NVE  INC","NONE","NONE OF THE ABOVE",
"47PM0618C0042",,"PS0003","0","DCA Definitive Contract","$112,825.00","Jun 3, 2019",,"4740","PUBLIC BUILDINGS SERVICE","PBS NCR REPAIR  ALTERATION CTR 3","S","Z2AA","REPAIR OR ALTERATION OF OFFICE BUILDINGS","238220","PLUMBING, HEATING, AND AIR-CONDITIONING CONTRACTORS","078418058","MCCORY CONSTRUCTION COMPANY LLC","SPRINGFIELD","VA","221511903","078418058","MCCORY CONSTRUCTION COMPANY LLC","NONE","NONE OF THE ABOVE",
"47PM0219C0008",,"0","0","DCA Definitive Contract","$38,749.00","Jul 8, 2019","May 15, 2019","4740","PUBLIC BUILDINGS SERVICE","PBS NCR CAPITAL CONSTRUCTION CTR 2","S","Z2AA","REPAIR OR ALTERATION OF OFFICE BUILDINGS","238990","ALL OTHER SPECIALTY TRADE CONTRACTORS","807855395","SUCCOR, INC.","CHESAPEAKE","VA","233203723","807855395","SUCCOR INC","S","SERVICE CONTRACT INVENTORY (FAR 4.17)",
"DTFAEA09C00137",,"0","0","DCA Definitive Contract","$34,344.00","Jun 20, 2009",,"6920","FEDERAL AVIATION ADMINISTRATION","DEPT OF TRANS/FEDERAL AVIATION ADMIN","S","Z199","MAINT-REP-ALT/MISC BLDGS","238320","PAINTING AND WALL COVERING CONTRACTORS","126768873","ALLSTATE CONTRACTOR INC.","CLIFTON","VA","201241330","126768873","ALLSTATE CONTRACTOR INC.",,,
"FA446011C0009",,"P00004","0","DCA Definitive Contract","$0.00","Jan 28, 2013",,"5700","DEPT OF THE AIR FORCE","FA4460  19 CONS LGC","S","Z199","MAINT-REP-ALT/MISC BLDGS","238220","PLUMBING, HEATING, AND AIR-CONDITIONING CONTRACTORS","002993850","WEB, LLC","SPRINGFIELD","VA","221521849","002993850","WEB  LLC",,,
"0018","N4008512D7001","1","0","DO Delivery Order","$5,172.00","Feb 25, 2014",,"1700","DEPT OF THE NAVY","NAVAL FAC ENGINEERING CMD MID LANT","S","J041","MAINT/REPAIR/REBUILD OF EQUIPMENT- REFRIGERATION, AIR CONDITIONING, AND AIR CIRCULATING EQUIPMENT","238220","PLUMBING, HEATING, AND AIR-CONDITIONING CONTRACTORS","119611759","HOMELAND CONTRACTING CORP","CHESAPEAKE","VA","233203863","119611759","HOMELAND CONTRACTING CORP",,,
"DJDEAQT070009O",,"0","0","PO Purchase Order","$2,715.00","Nov 2, 2006",,"1524","DRUG ENFORCEMENT ADMINISTRATION","OFFICE-TRAINING","S","S203","FOOD SERVICES","722310","FOOD SERVICE CONTRACTORS","622249639","GEORGETOWN CATERERS INCORPORATED","WOODBRIDGE","VA","221923034","622249639","GEORGETOWN CATERERS INC",,,
"DJDEAQT070034O",,"0","0","PO Purchase Order","$0.00","Jan 25, 2007",,"1524","DRUG ENFORCEMENT ADMINISTRATION","OFFICE-TRAINING","S","S203","FOOD SERVICES","722310","FOOD SERVICE CONTRACTORS","622249639","GEORGETOWN CATERERS INCORPORATED","WOODBRIDGE","VA","221923034","622249639","GEORGETOWN CATERERS INC",,,
"EPW08072",,"25","0","DCA Definitive Contract","-$13,739.73","Jan 28, 2010",,"6800","ENVIRONMENTAL PROTECTION AGENCY","SUPERFUND/RCRA REGIONAL PROCUREMENT OPERATIONS DIVISION (SRRPOD)","S","F109","LEAK UNDERGRND STORE TANK SUP","238910","SITE PREPARATION CONTRACTORS","796250538","AVANTI CORPORATION","ALEXANDRIA","VA","223122319","796250538","AVANTI CORPORATION",,,
"EPW08072",,"26","0","DCA Definitive Contract","$19,385.90","Apr 6, 2010",,"6800","ENVIRONMENTAL PROTECTION AGENCY","SUPERFUND/RCRA REGIONAL PROCUREMENT OPERATIONS DIVISION (SRRPOD)","S","F109","LEAK UNDERGRND STORE TANK SUP","238910","SITE PREPARATION CONTRACTORS","796250538","AVANTI CORPORATION","ALEXANDRIA","VA","223122319","796250538","AVANTI CORPORATION",,,
"HSCG8309C3WV007",,"0","0","DCA Definitive Contract","$160,549.00","Jun 11, 2009",,"7008","U.S. COAST GUARD","CEU CLEVELAND","S","Z299","MAINT, REP/ALTER/ALL OTHER","238220","PLUMBING, HEATING, AND AIR-CONDITIONING CONTRACTORS","119611759","HOMELAND CONTRACTING CORP","CHESAPEAKE","VA","233203863","119611759","HOMELAND CONTRACTING CORP",,,
"HSCG8309C3WV007",,"P00001","0","DCA Definitive Contract","$0.00","Oct 13, 2009",,"7008","U.S. COAST GUARD","CEU CLEVELAND","S","Z299","MAINT, REP/ALTER/ALL OTHER","238220","PLUMBING, HEATING, AND AIR-CONDITIONING CONTRACTORS","119611759","HOMELAND CONTRACTING CORP","CHESAPEAKE","VA","233203863","119611759","HOMELAND CONTRACTING CORP",,,
"HSCG8309C3WV007",,"P00002","0","DCA Definitive Contract","$0.00","Nov 5, 2009",,"7008","U.S. COAST GUARD","CEU CLEVELAND","S","Z299","MAINT, REP/ALTER/ALL OTHER","238220","PLUMBING, HEATING, AND AIR-CONDITIONING CONTRACTORS","119611759","HOMELAND CONTRACTING CORP","CHESAPEAKE","VA","233203863","119611759","HOMELAND CONTRACTING CORP",,,
"INR12PB11016","INR10PD80392","0","0","BPA Call Blanket Purchase Agreement","$596.29","Jul 23, 2012",,"1425","BUREAU OF RECLAMATION","SNAKE RIVER WEST AREA OFFICE","P","8405","OUTERWEAR, MEN'S","315211","MEN'S AND BOYS' CUT AND SEW APPAREL CONTRACTORS","807602305","ZEFFI CORPORATION LIMITED","ALEXANDRIA","VA","223052604","807602305","ZEFFI CORPORATION LIMITED",,,
"N5532114FDL02","GS07F0192X","0","0","DO Delivery Order","$51,571.00","Jul 1, 2014",,"1700","DEPT OF THE NAVY","EXPLOSIVE ORDNANCE DISPOSAL GROUP 1","P","2090","MISCELLANEOUS SHIP AND MARINE EQUIPMENT","315211","MEN'S AND BOYS' CUT AND SEW APPAREL CONTRACTORS","612347729","GLOBAL SUPPLY SOLUTIONS, LLC","VIRGINIA BEACH","VA","234553041","172220571","GLOBAL SUPPLY SOLUTIONS  LLC",,,
"SAQMMA09D0004",,"M004",0,"IDC Indefinite Delivery Contract","$0.00","Apr 13, 2010",,"1900","STATE, DEPARTMENT OF","OFFICE OF ACQUISITION MGMT - MA","S","R408","PROGRAM MANAGEMENT/SUPPORT SERVICES","561110","OFFICE ADMINISTRATIVE SERVICES","126597405","PILLAR SYSTEMS CORPORATION","ALEXANDRIA","VA","223142859","126597405","PILLAR SYSTEMS CORPORATION",,,
"DJF171200D0004515",,"0","0","PO Purchase Order","$24,906.49","Apr 24, 2017",,"1549","FEDERAL BUREAU OF INVESTIGATION","DIVISION 1200","S","J045","MAINT/REPAIR/REBUILD OF EQUIPMENT- PLUMBING, HEATING, AND WASTE DISPOSAL EQUIPMENT","238220","PLUMBING, HEATING, AND AIR-CONDITIONING CONTRACTORS","174092853","GAINESVILLE PLUMBING LLC","GAINESVILLE","VA","201551650","174092853","GAINESVILLE PLUMBING LLC",,,
"0005","N4008512D7001","3","0","DO Delivery Order","-$1,595.00","Jul 18, 2014",,"1700","DEPT OF THE NAVY","NAVAL FAC ENGINEERING CMD MID LANT","S","J041","MAINT/REPAIR/REBUILD OF EQUIPMENT- REFRIGERATION, AIR CONDITIONING, AND AIR CIRCULATING EQUIPMENT","238220","PLUMBING, HEATING, AND AIR-CONDITIONING CONTRACTORS","119611759","HOMELAND CONTRACTING CORP","CHESAPEAKE","VA","233203863","119611759","HOMELAND CONTRACTING CORP",,,
"W912DR16C0053",,"A00008","0","DCA Definitive Contract","$36,257.00","Nov 27, 2018",,"2100","DEPT OF THE ARMY","W2SD ENDIST BALTIMORE","S","Z2JZ","REPAIR OR ALTERATION OF MISCELLANEOUS BUILDINGS","238220","PLUMBING, HEATING, AND AIR-CONDITIONING CONTRACTORS","079448055","HUANG-GAGHAN JOINT VENTURE","ALEXANDRIA","VA","223122403","079448055","HUANG-GAGHAN JOINT VENTURE",,,
"HSTS0110PCT7500",,"0","0","PO Purchase Order","$6,373.87","Jan 11, 2010",,"7013","TRANSPORTATION SECURITY ADMINISTRATION","OFFICE OF ACQUISITION","S","N061","INSTALL OF POWER DISTRIBUTION EQ","238210","ELECTRICAL CONTRACTORS AND OTHER WIRING INSTALLATION CONTRACTORS","141611272","NVE, INC","HERNDON","VA","201705275","141611272","NVE  INC",,,
"W912DR16C0053",,"A00002","0","DCA Definitive Contract","$82,607.00","Aug 30, 2017",,"2100","DEPT OF THE ARMY","W2SD ENDIST BALTIMORE","S","Z2JZ","REPAIR OR ALTERATION OF MISCELLANEOUS BUILDINGS","238220","PLUMBING, HEATING, AND AIR-CONDITIONING CONTRACTORS","079448055","HUANG-GAGHAN JOINT VENTURE","ALEXANDRIA","VA","223122403","079448055","HUANG-GAGHAN JOINT VENTURE",,,
"INP16PC00762",,"0","0","DCA Definitive Contract","$83,000.00","Sep 20, 2016",,"1443","NATIONAL PARK SERVICE","NORTHEAST REGIONAL CONTRACTING","S","Z2AZ","REPAIR OR ALTERATION OF OTHER ADMINISTRATIVE FACILITIES AND SERVICE BUILDINGS","238290","OTHER BUILDING EQUIPMENT CONTRACTORS","360665355","OUTSIDE THE BOX, LLC","RICHMOND","VA","232204618","080139724","OUTSIDE THE BOX  LLC",,,
"INP16PC00762",,"3","0","DCA Definitive Contract","$0.00","Mar 23, 2017",,"1443","NATIONAL PARK SERVICE","NORTHEAST REGIONAL CONTRACTING","S","Z2AZ","REPAIR OR ALTERATION OF OTHER ADMINISTRATIVE FACILITIES AND SERVICE BUILDINGS","238290","OTHER BUILDING EQUIPMENT CONTRACTORS","360665355","OUTSIDE THE BOX, LLC","RICHMOND","VA","232204618","080139724","OUTSIDE THE BOX  LLC",,,
"EPW08072",,"11","0","DCA Definitive Contract","$5,000.00","Aug 28, 2009",,"6800","ENVIRONMENTAL PROTECTION AGENCY","US ENVIRONMENTAL PROTECTION AGENCY","S","F109","LEAK UNDERGRND STORE TANK SUP","238910","SITE PREPARATION CONTRACTORS","796250538","AVANTI CORPORATION","ALEXANDRIA","VA","223122319","796250538","AVANTI CORPORATION",,,
"GS11P14MAC0269",,"PS03","0","DCA Definitive Contract","$25,037.00","Nov 18, 2015",,"4740","PUBLIC BUILDINGS SERVICE","WPHBD - WEST REPAIR&ALTERATIONS CONTRACTS BRANCH","S","Z2AA","REPAIR OR ALTERATION OF OFFICE BUILDINGS","238220","PLUMBING, HEATING, AND AIR-CONDITIONING CONTRACTORS","161902184","HUANG'S INC.","SPRINGFIELD","VA","221532812","161902184","HUANG'S INC.",,,
"GS11P14MAC0269",,"PS04","0","DCA Definitive Contract","$155,197.00","Dec 2, 2015",,"4740","PUBLIC BUILDINGS SERVICE","WPHBD - WEST REPAIR&ALTERATIONS CONTRACTS BRANCH","S","Z2AA","REPAIR OR ALTERATION OF OFFICE BUILDINGS","238220","PLUMBING, HEATING, AND AIR-CONDITIONING CONTRACTORS","161902184","HUANG'S INC.","SPRINGFIELD","VA","221532812","161902184","HUANG'S INC.",,,
"HSCEDM14F00036","GS07F0192X","0","0","DO Delivery Order","$12,098.75","Jun 6, 2014",,"7012","U.S. IMMIGRATION AND CUSTOMS ENFORCEMENT","DETENTION MANAGEMENT - DC OFFICE","P","8415","CLOTHING, SPECIAL PURPOSE","315211","MEN'S AND BOYS' CUT AND SEW APPAREL CONTRACTORS","612347729","GLOBAL SUPPLY SOLUTIONS, LLC","VIRGINIA BEACH","VA","234553041","172220571","GLOBAL SUPPLY SOLUTIONS  LLC",,,
"0006","N4008512D7001","1","0","DO Delivery Order","$6,488.00","Aug 30, 2012",,"1700","DEPT OF THE NAVY","NAVAL FAC ENGINEERING CMD MID LANT","S","J041","MAINT/REPAIR/REBUILD OF EQUIPMENT- REFRIGERATION, AIR CONDITIONING, AND AIR CIRCULATING EQUIPMENT","238220","PLUMBING, HEATING, AND AIR-CONDITIONING CONTRACTORS","119611759","HOMELAND CONTRACTING CORP","CHESAPEAKE","VA","233203863","119611759","HOMELAND CONTRACTING CORP",,,
"0022","N4008512D7001","1","0","DO Delivery Order","$48,378.00","Apr 15, 2014",,"1700","DEPT OF THE NAVY","NAVAL FAC ENGINEERING CMD MID LANT","S","J041","MAINT/REPAIR/REBUILD OF EQUIPMENT- REFRIGERATION, AIR CONDITIONING, AND AIR CIRCULATING EQUIPMENT","238220","PLUMBING, HEATING, AND AIR-CONDITIONING CONTRACTORS","119611759","HOMELAND CONTRACTING CORP","CHESAPEAKE","VA","233203863","119611759","HOMELAND CONTRACTING CORP",,,
"DJA12SPO0391",,"0","0","PO Purchase Order","$8,362.48","Jun 19, 2012",,"1560","ATF ACQUISITION AND PROPERTY MGMT DIV","ATF LOGISTICS AND ACQUISITIONS DIVISION","S","J041","MAINT/REPAIR/REBUILD OF EQUIPMENT- REFRIGERATION, AIR CONDITIONING, AND AIR CIRCULATING EQUIPMENT","238220","PLUMBING, HEATING, AND AIR-CONDITIONING CONTRACTORS","141611272","NVE, INC","HERNDON","VA","201705275","141611272","NVE  INC",,,
"EPW08072",,"19","0","DCA Definitive Contract","$34,535.46","Oct 1, 2009",,"6800","ENVIRONMENTAL PROTECTION AGENCY","US ENVIRONMENTAL PROTECTION AGENCY","S","F109","LEAK UNDERGRND STORE TANK SUP","238910","SITE PREPARATION CONTRACTORS","796250538","AVANTI CORPORATION","ALEXANDRIA","VA","223122319","796250538","AVANTI CORPORATION",,,
"EPW08072",,"23","0","DCA Definitive Contract","$204,031.75","Nov 12, 2009",,"6800","ENVIRONMENTAL PROTECTION AGENCY","US ENVIRONMENTAL PROTECTION AGENCY","S","F109","LEAK UNDERGRND STORE TANK SUP","238910","SITE PREPARATION CONTRACTORS","796250538","AVANTI CORPORATION","ALEXANDRIA","VA","223122319","796250538","AVANTI CORPORATION",,,
"EPW08072",,"27","0","DCA Definitive Contract","$18,830.79","Apr 9, 2010",,"6800","ENVIRONMENTAL PROTECTION AGENCY","SUPERFUND/RCRA REGIONAL PROCUREMENT OPERATIONS DIVISION (SRRPOD)","S","F109","LEAK UNDERGRND STORE TANK SUP","238910","SITE PREPARATION CONTRACTORS","796250538","AVANTI CORPORATION","ALEXANDRIA","VA","223122319","796250538","AVANTI CORPORATION",,,
"N4008511A0018",,"0",0,"BPA Blanket Purchase Agreement","$0.00","May 17, 2011",,"1700","DEPT OF THE NAVY","NAVAL FAC ENGINEERING CMD MID LANT","S","Z199","MAINT-REP-ALT/MISC BLDGS","238990","ALL OTHER SPECIALTY TRADE CONTRACTORS","126654958","YURON CORPORATION","VIRGINIA BEACH","VA","234511045","126654958","YURON CORPORATION",,,
"47PM1019C0002",,"PA0001","0","DCA Definitive Contract","$0.00","Jun 16, 2019",,"4740","PUBLIC BUILDINGS SERVICE","PBS NCR WHITE HOUSE","S","Z2AA","REPAIR OR ALTERATION OF OFFICE BUILDINGS","238220","PLUMBING, HEATING, AND AIR-CONDITIONING CONTRACTORS","161902184","HUANG'S INC.","ALEXANDRIA","VA","223122403","161902184","HUANG'S INC.","NONE","NONE OF THE ABOVE",
"DJF162100P0000325",,"0","0","PO Purchase Order","$4,890.00","Oct 28, 2015",,"1549","FEDERAL BUREAU OF INVESTIGATION","DEPT OF JUST/FEDERAL BUREAU OF INVESTIGATION","S","Z1JZ","MAINTENANCE OF MISCELLANEOUS BUILDINGS","238220","PLUMBING, HEATING, AND AIR-CONDITIONING CONTRACTORS","174092853","GAINESVILLE PLUMBING LLC","GAINESVILLE","VA","201551650","174092853","GAINESVILLE PLUMBING LLC",,,
"DJF171200D0005025",,"0","0","PO Purchase Order","$9,550.68","May 30, 2017",,"1549","FEDERAL BUREAU OF INVESTIGATION","DIVISION 1200","S","Z1JZ","MAINTENANCE OF MISCELLANEOUS BUILDINGS","238220","PLUMBING, HEATING, AND AIR-CONDITIONING CONTRACTORS","174092853","GAINESVILLE PLUMBING LLC","GAINESVILLE","VA","201551650","174092853","GAINESVILLE PLUMBING LLC",,,
